ra,nome_exibicao,ano_referencia,origem_aba,fase,turma,ciclo_programa,pedra_atual,genero,idade,ano_nasc,ano_ingresso,anos_no_programa,instituicao,fase_ideal_num,inde_22,inde_23,inde_24,inde_atual,inde_anterior,delta_inde,cg,cf,ct,n_av,iaa,ieg,ips,ipp,ida,ipv,ian,categoria_ian,risco_atual,mat,por,ing,media_academica,media_comportamental,defasagem
RA-610,Aluno-610,2023,PEDE2023,Fase 2,2K,Topazio,Topazio,Feminino,,,2022,1.0,Pública,2.0,8.18,8.2857,,8.2857,8.18,0.10570000000000057,,,,3.0,10.0,10.0,2.52,8.541666667,7.0,8.896666667,10.0,Adequado,0.0,6.3,7.7,,7.0,7.765416666749999,0
RA-612,Aluno-612,2023,PEDE2023,Fase 1,1M,Topazio,Topazio,Feminino,11.0,,2021,2.0,Privada - Programa de Apadrinhamento,2.0,7.594,8.410783333,,8.410783333,7.594,0.8167833329999992,,,,3.0,9.0,9.7,3.77,9.0625,9.7,9.286666667,5.0,Defasagem moderada,1.0,9.3,10.0,,9.65,7.883125,-1
RA-613,Aluno-613,2023,PEDE2023,Fase 3,3N,Agata,Agata,Masculino,14.0,,2020,3.0,Pública,4.0,8.121,6.864508333,,6.864508333,8.121,-1.2564916670000006,,,,4.0,9.2,9.4,5.0,6.71875,4.8,7.2125,5.0,Defasagem moderada,1.0,4.3,6.2,3.8,4.766666666666667,7.5796875,-1
RA-614,Aluno-614,2023,PEDE2023,Fase 2,2M,Topazio,Topazio,Masculino,13.0,,2021,2.0,Pública,3.0,8.339,8.2282,,8.2282,8.339,-0.11080000000000112,,,,3.0,9.0,9.1,7.52,8.333333333,8.6,8.563333333,5.0,Defasagem moderada,1.0,8.8,8.3,,8.55,8.48833333325,-1
RA-615,Aluno-615,2023,PEDE2023,Fase 1,1M,Ametista,Ametista,Feminino,,,2020,3.0,Pública,2.0,8.086,7.815658333,,7.815658333,8.086,-0.2703416670000003,,,,3.0,10.0,9.7,3.14,8.28125,7.6,8.616666667,5.0,Defasagem moderada,1.0,6.8,8.3,,7.550000000000001,7.7803125,-1
RA-616,Aluno-616,2023,PEDE2023,Fase 2,2M,Quartzo,Quartzo,Masculino,,,2019,4.0,Pública,3.0,7.303,5.612,,5.612,7.303,-1.6909999999999998,,,,3.0,0.0,6.6,5.02,5.833333333,6.8,6.783333333,5.0,Defasagem moderada,1.0,5.5,8.0,,6.75,4.36333333325,-1
RA-617,Aluno-617,2023,PEDE2023,Fase 1,1L,Agata,Agata,Feminino,11.0,,2021,2.0,Pública,2.0,7.107,6.816166667,,6.816166667,7.107,-0.29083333300000014,,,,3.0,0.0,9.0,7.52,7.708333333,6.9,8.116666667,5.0,Defasagem moderada,1.0,5.5,8.2,,6.85,6.05708333325,-1
RA-618,Aluno-618,2023,PEDE2023,Fase 2,2N,Agata,Agata,Masculino,,,2020,3.0,Pública,4.0,7.18,6.4745,,6.4745,7.18,-0.7054999999999998,,,,3.0,0.0,9.2,5.02,8.125,6.2,7.95,5.0,Defasagem moderada,1.0,4.5,7.8,,6.15,5.58625,-2
RA-619,Aluno-619,2023,PEDE2023,Fase 2,2M,Ametista,Ametista,Feminino,11.0,,2021,2.0,Pública,2.0,7.693,7.891366667,,7.891366667,7.693,0.19836666700000016,,,,3.0,9.0,7.1,3.77,7.708333333,9.0,8.116666667,10.0,Adequado,0.0,8.5,9.5,,9.0,6.89458333325,0
RA-62,Aluno-62,2023,PEDE2023,Fase 7,7A,Ametista,Ametista,Feminino,17.0,,2022,1.0,Pública,7.0,7.891,7.610333333,,7.610333333,7.891,-0.2806666670000002,,,,4.0,0.0,9.8,6.89,8.25,7.5,8.215,10.0,Adequado,0.0,9.3,6.8,6.3,7.466666666666668,6.235,0
RA-620,Aluno-620,2023,PEDE2023,Fase 2,2M,Ametista,Ametista,Masculino,13.0,,2021,2.0,Pública,3.0,6.018,7.043666667,,7.043666667,6.018,1.0256666670000003,,,,3.0,6.8,8.4,7.52,6.875,6.2,7.503333333,5.0,Defasagem moderada,1.0,5.2,7.2,,6.2,7.39875,-1
RA-623,Aluno-623,2023,PEDE2023,Fase 2,2M,Ametista,Ametista,Masculino,14.0,,2022,1.0,Pública,4.0,7.524,7.8307,,7.8307,7.524,0.3067000000000002,,,,3.0,10.0,9.5,7.52,7.291666667,7.3,7.446666667,5.0,Defasagem moderada,1.0,5.8,8.8,,7.300000000000001,8.57791666675,-2
RA-624,Aluno-624,2023,PEDE2023,Fase 1,1K,Topazio,Topazio,Masculino,,,2022,1.0,Pública,2.0,7.425,8.270825,,8.270825,7.425,0.8458250000000005,,,,3.0,9.0,9.2,7.52,8.90625,8.6,8.39,5.0,Defasagem moderada,1.0,8.3,8.8,,8.55,8.6565625,-1
RA-626,Aluno-626,2023,PEDE2023,Fase 2,2M,Ametista,Ametista,Masculino,12.0,,2021,2.0,Pública,3.0,5.818,7.231033333,,7.231033333,5.818,1.4130333330000004,,,,3.0,9.0,9.2,4.39,7.291666667,6.5,7.613333333,5.0,Defasagem moderada,1.0,4.7,8.3,,6.5,7.47041666675,-1
RA-628,Aluno-628,2023,PEDE2023,Fase 1,1K,Topazio,Topazio,Masculino,12.0,,2022,1.0,Pública,3.0,7.577,8.370325,,8.370325,7.577,0.7933249999999994,,,,3.0,9.5,8.9,7.52,8.28125,9.4,8.45,5.0,Defasagem moderada,1.0,9.0,9.7,,9.35,8.5503125,-2
RA-629,Aluno-629,2023,PEDE2023,Fase 1,1L,Topazio,Topazio,Feminino,10.0,,2022,1.0,Pública,2.0,8.11,8.013866667,,8.013866667,8.11,-0.09613333299999915,,,,3.0,10.0,9.4,7.52,7.916666667,7.5,7.95,5.0,Defasagem moderada,1.0,7.0,8.0,,7.5,8.709166666749999,-1
RA-63,Aluno-63,2023,PEDE2023,Fase 6,6A,Topazio,Topazio,Masculino,,,2018,5.0,Pública,7.0,8.282,8.0641,,8.0641,8.282,-0.2179000000000002,,,,4.0,6.7,9.0,6.89,8.75,8.7,8.9675,5.0,Defasagem moderada,1.0,9.3,7.3,9.5,8.700000000000001,7.835,-1
RA-630,Aluno-630,2023,PEDE2023,Fase 1,1M,Ametista,Ametista,Masculino,10.0,,2022,1.0,Pública,2.0,8.064,7.199991667,,7.199991667,8.064,-0.8640083330000001,,,,3.0,9.0,8.6,3.77,8.28125,5.7,8.673333333,5.0,Defasagem moderada,1.0,4.2,7.2,,5.7,7.4128125,-1
RA-631,Aluno-631,2023,PEDE2023,Fase 2,2N,Quartzo,Quartzo,Masculino,13.0,,2022,1.0,Pública,3.0,6.928,5.954666667,,5.954666667,6.928,-0.9733333330000002,,,,3.0,0.0,6.4,6.27,7.916666667,7.0,6.78,5.0,Defasagem moderada,1.0,6.0,8.0,,7.0,5.14666666675,-1
RA-632,Aluno-632,2023,PEDE2023,Fase 2,2R,Ametista,Ametista,Feminino,11.0,,2022,1.0,Pública,2.0,6.996,7.8768,,7.8768,6.996,0.8807999999999998,,,,3.0,4.7,9.1,5.64,8.333333333,7.4,8.563333333,10.0,Adequado,0.0,6.8,8.0,,7.4,6.943333333250001,0
RA-633,Aluno-633,2023,PEDE2023,Fase 2,2R,Agata,Agata,Feminino,,,2020,3.0,Pública,3.0,7.476,6.6552,,6.6552,7.476,-0.8208000000000002,,,,3.0,1.7,8.1,6.27,8.541666667,7.2,7.286666667,5.0,Defasagem moderada,1.0,5.3,9.0,,7.15,6.15291666675,-1
RA-636,Aluno-636,2023,PEDE2023,Fase 1,1R,Agata,Agata,Masculino,11.0,,2022,1.0,Pública,2.0,7.189,6.836666667,,6.836666667,7.189,-0.3523333329999998,,,,3.0,0.0,8.3,5.64,8.333333333,9.0,7.446666667,5.0,Defasagem moderada,1.0,9.2,8.7,,8.95,5.568333333250001,-1
RA-637,Aluno-637,2023,PEDE2023,Fase 1,1R,Topazio,Topazio,Feminino,11.0,,2021,2.0,Pública,2.0,7.039,8.109533333,,8.109533333,7.039,1.0705333330000002,,,,3.0,8.0,9.5,7.52,8.333333333,8.5,8.17,5.0,Defasagem moderada,1.0,8.7,8.2,,8.45,8.33833333325,-1
RA-638,Aluno-638,2023,PEDE2023,Fase 1,1R,Ametista,Ametista,Feminino,,,2020,3.0,Pública,2.0,7.059,7.754866667,,7.754866667,7.059,0.6958666669999998,,,,3.0,9.0,9.4,7.52,8.333333333,6.5,7.946666667,5.0,Defasagem moderada,1.0,6.8,6.2,,6.5,8.56333333325,-1
RA-639,Aluno-639,2023,PEDE2023,Fase 2,2R,Ametista,Ametista,Feminino,11.0,,2021,2.0,Pública,2.0,6.613,7.5853,,7.5853,6.613,0.9722999999999997,,,,3.0,7.4,8.1,6.27,8.125,6.3,7.62,10.0,Adequado,0.0,4.8,7.8,,6.3,7.47375,0
RA-64,Aluno-64,2023,PEDE2023,Fase 6,6A,Ametista,Ametista,Feminino,,,2019,4.0,Privada - Programa de Apadrinhamento,7.0,7.368,7.452541667,,7.452541667,7.368,0.08454166699999988,,,,4.0,7.5,9.2,6.89,7.34375,6.7,7.9625,5.0,Defasagem moderada,1.0,7.0,6.0,7.2,6.733333333333333,7.7334375,-1
RA-640,Aluno-640,2023,PEDE2023,Fase 1,1P,Agata,Agata,Feminino,12.0,,2022,1.0,Pública,3.0,6.73,6.1105,,6.1105,6.73,-0.6195000000000004,,,,3.0,0.0,7.3,7.52,7.291666667,4.9,8.446666667,5.0,Defasagem moderada,1.0,4.0,5.8,,4.9,5.52791666675,-2
RA-642,Aluno-642,2023,PEDE2023,Fase 2,2R,Topazio,Topazio,Feminino,,,2021,2.0,Pública,2.0,7.75,8.416866667,,8.416866667,7.75,0.6668666670000007,,,,3.0,9.5,9.2,6.27,8.75,6.5,9.173333333,10.0,Adequado,0.0,5.7,7.2,,6.45,8.43,0
RA-643,Aluno-643,2023,PEDE2023,Fase 1,1P,Ametista,Ametista,Masculino,,,2022,1.0,Pública,2.0,6.763,7.389033333,,7.389033333,6.763,0.6260333330000005,,,,3.0,9.5,8.2,7.52,6.041666667,7.1,7.613333333,5.0,Defasagem moderada,1.0,7.0,7.2,,7.1,7.81541666675,-1
RA-644,Aluno-644,2023,PEDE2023,Fase 2,2P,Agata,Agata,Feminino,,,2021,2.0,Pública,3.0,7.83,6.897033333,,6.897033333,7.83,-0.9329666669999996,,,,3.0,10.0,5.6,7.52,8.541666667,5.9,7.503333333,5.0,Defasagem moderada,1.0,4.0,7.7,,5.85,7.91541666675,-1
RA-645,Aluno-645,2023,PEDE2023,Fase 1,1R,Ametista,Ametista,Feminino,11.0,,2022,1.0,Pública,2.0,6.086,7.613033333,,7.613033333,6.086,1.5270333329999994,,,,3.0,9.0,8.5,6.27,8.125,7.3,8.116666667,5.0,Defasagem moderada,1.0,6.5,8.0,,7.25,7.97375,-1
RA-646,Aluno-646,2023,PEDE2023,Fase 2,2P,Topazio,Topazio,Masculino,13.0,,2019,4.0,Pública,3.0,8.181,8.3547,,8.3547,8.181,0.1737000000000002,,,,3.0,10.0,8.9,7.52,8.958333333,8.4,8.783333333,5.0,Defasagem moderada,1.0,8.2,8.5,,8.35,8.84458333325,-1
RA-647,Aluno-647,2023,PEDE2023,Fase 1,1P,Ametista,Ametista,Feminino,,,2022,1.0,Privada - Programa de Apadrinhamento,2.0,6.606,7.100566667,,7.100566667,6.606,0.49456666699999996,,,,3.0,7.3,8.7,6.27,7.708333333,5.2,8.446666667,5.0,Defasagem moderada,1.0,4.7,5.7,,5.2,7.49458333325,-1
RA-649,Aluno-649,2023,PEDE2023,Fase 2,2P,Ametista,Ametista,Feminino,,,2019,4.0,Pública,3.0,7.302,7.579533333,,7.579533333,7.302,0.27753333300000005,,,,3.0,9.0,9.3,3.77,8.75,6.5,8.836666667,5.0,Defasagem moderada,1.0,3.8,9.2,,6.5,7.705,-1
RA-651,Aluno-651,2023,PEDE2023,Fase 2,2P,Ametista,Ametista,Feminino,,,2022,1.0,Pública,2.0,7.866,7.332,,7.332,7.866,-0.5339999999999998,,,,3.0,0.0,8.2,3.77,8.75,9.3,7.95,10.0,Adequado,0.0,9.8,8.7,,9.25,5.18,0
RA-652,Aluno-652,2023,PEDE2023,Fase 1,1P,Ametista,Ametista,Feminino,,,2022,1.0,Pública,2.0,8.151,7.871033333,,7.871033333,8.151,-0.27996666700000006,,,,3.0,9.0,9.4,6.89,8.125,7.0,8.446666667,5.0,Defasagem moderada,1.0,6.2,7.8,,7.0,8.35375,-1
RA-653,Aluno-653,2023,PEDE2023,Fase 2,2P,Ametista,Ametista,Feminino,12.0,,2022,1.0,Pública,3.0,8.101,7.385666667,,7.385666667,8.101,-0.7153333330000011,,,,3.0,0.0,9.8,6.27,9.166666667,7.9,9.06,5.0,Defasagem moderada,1.0,7.7,8.0,,7.85,6.30916666675,-1
RA-655,Aluno-655,2023,PEDE2023,Fase 2,2P,Topazio,Topazio,Feminino,13.0,,2019,4.0,Pública,3.0,7.785,8.3198,,8.3198,7.785,0.5348000000000006,,,,3.0,7.4,9.9,7.52,9.166666667,8.3,8.896666667,5.0,Defasagem moderada,1.0,7.2,9.3,,8.25,8.49666666675,-1
RA-656,Aluno-656,2023,PEDE2023,Fase 2,2P,Agata,Agata,Feminino,12.0,,2020,3.0,Pública,3.0,6.652,6.780833333,,6.780833333,6.652,0.12883333300000022,,,,3.0,0.0,8.9,7.52,8.541666667,7.3,7.173333333,5.0,Defasagem moderada,1.0,5.8,8.8,,7.300000000000001,6.240416666750001,-1
RA-657,Aluno-657,2023,PEDE2023,Fase 2,2P,Topazio,Topazio,Feminino,,,2021,2.0,Pública,3.0,8.093,8.3532,,8.3532,8.093,0.2601999999999993,,,,3.0,8.5,10.0,7.52,8.75,8.2,8.73,5.0,Defasagem moderada,1.0,7.0,9.3,,8.15,8.692499999999999,-1
RA-658,Aluno-658,2023,PEDE2023,Fase 2,2U,Topazio,Topazio,Feminino,10.0,,2022,1.0,Pública,2.0,7.407,8.438533333,,8.438533333,7.407,1.0315333330000005,,,,3.0,9.5,9.5,7.52,7.916666667,6.1,9.173333333,10.0,Adequado,0.0,5.3,6.8,,6.05,8.60916666675,0
RA-661,Aluno-661,2023,PEDE2023,Fase 2,2M,Agata,Agata,Masculino,,,2022,1.0,Pública,2.0,7.593,6.846333333,,6.846333333,7.593,-0.7466666670000004,,,,3.0,0.0,7.7,6.89,7.5,6.5,7.836666667,10.0,Adequado,0.0,4.3,8.7,,6.5,5.5225,0
RA-662,Aluno-662,2023,PEDE2023,Fase 2,2U,Agata,Agata,Feminino,12.0,,2022,1.0,Pública,3.0,7.044,6.733566667,,6.733566667,7.044,-0.31043333299999976,,,,3.0,6.8,7.6,6.27,7.291666667,6.7,6.72,5.0,Defasagem moderada,1.0,4.3,9.0,,6.65,6.99041666675,-1
RA-663,Aluno-663,2023,PEDE2023,Fase 1,1L,Agata,Agata,Masculino,11.0,,2022,1.0,Pública,2.0,6.376,6.969133333,,6.969133333,6.376,0.5931333329999999,,,,3.0,6.9,7.4,7.52,6.666666667,7.0,7.393333333,5.0,Defasagem moderada,1.0,6.7,7.3,,7.0,7.12166666675,-1
RA-664,Aluno-664,2023,PEDE2023,Fase 1,1L,Topazio,Topazio,Feminino,11.0,,2022,1.0,Pública,2.0,7.277,8.0872,,8.0872,7.277,0.8101999999999991,,,,3.0,9.0,9.6,7.52,7.916666667,8.0,8.116666667,5.0,Defasagem moderada,1.0,8.0,8.0,,8.0,8.50916666675,-1
RA-665,Aluno-665,2023,PEDE2023,Fase 1,1M,Agata,Agata,Feminino,,,2022,1.0,Pública,2.0,6.996,6.185658333,,6.185658333,6.996,-0.8103416670000003,,,,3.0,9.5,4.9,2.52,8.28125,5.2,8.226666667,5.0,Defasagem moderada,1.0,5.0,5.3,,5.15,6.3003125,-1
RA-666,Aluno-666,2023,PEDE2023,Fase 2,2U,Topazio,Topazio,Masculino,,,2022,1.0,Pública,2.0,7.929,8.720366667,,8.720366667,7.929,0.7913666670000001,,,,3.0,9.5,9.1,7.52,8.541666667,7.1,9.62,10.0,Adequado,0.0,6.7,7.5,,7.1,8.66541666675,0
RA-667,Aluno-667,2023,PEDE2023,Fase 2,2U,Agata,Agata,Masculino,12.0,,2021,2.0,Pública,3.0,5.844,6.774866667,,6.774866667,5.844,0.9308666670000001,,,,3.0,9.0,6.9,6.89,7.083333333,5.2,7.836666667,5.0,Defasagem moderada,1.0,3.0,7.3,,5.15,7.4683333332499995,-1
RA-668,Aluno-668,2023,PEDE2023,Fase 2,2K,Agata,Agata,Masculino,12.0,,2022,1.0,Pública,3.0,4.365,6.017933333,,6.017933333,4.365,1.652933333,,,,3.0,6.3,6.3,7.52,6.875,3.4,7.616666667,5.0,Defasagem moderada,1.0,2.7,4.0,,3.35,6.748749999999999,-1
RA-669,Aluno-669,2023,PEDE2023,Fase 2,2U,Ametista,Ametista,Masculino,11.0,,2022,1.0,Pública,2.0,7.475,7.345033333,,7.345033333,7.475,-0.1299666669999997,,,,3.0,8.5,7.8,7.52,7.708333333,5.0,7.06,10.0,Adequado,0.0,3.3,6.7,,5.0,7.88208333325,0
RA-670,Aluno-670,2023,PEDE2023,Fase 2,2U,Topazio,Topazio,Feminino,,,2022,1.0,Pública,2.0,7.451,8.6067,,8.6067,7.451,1.1557000000000004,,,,3.0,9.5,8.7,7.52,8.958333333,7.0,9.343333333,10.0,Adequado,0.0,5.8,8.2,,7.0,8.66958333325,0
RA-671,Aluno-671,2023,PEDE2023,Alfa,ALFA G - G2/G3,Agata,Agata,Masculino,,,2021,2.0,Pública,2.0,7.617,6.5143,,6.5143,7.617,-1.1026999999999996,,,,2.0,7.9,8.3,3.14,5.625,7.8,5.68,5.0,Defasagem moderada,1.0,8.0,7.5,,7.75,6.241250000000001,-2
RA-672,Aluno-672,2023,PEDE2023,Alfa,ALFA J - G2/G3,Agata,Agata,Feminino,10.0,,2021,2.0,Pública,2.0,7.48,6.5623,,6.5623,7.48,-0.9177000000000008,,,,2.0,7.9,9.5,2.52,5.625,6.4,6.43,5.0,Defasagem moderada,1.0,6.0,6.7,,6.35,6.3862499999999995,-2
RA-674,Aluno-674,2023,PEDE2023,Alfa,ALFA T - G2/G3,Agata,Agata,Masculino,9.0,,2022,1.0,Pública,1.0,7.862,6.6328,,6.6328,7.862,-1.2292000000000005,,,,2.0,7.9,8.5,3.77,5.0,5.2,8.67,5.0,Defasagem moderada,1.0,5.3,5.0,,5.15,6.2924999999999995,-1
RA-675,Aluno-675,2023,PEDE2023,Alfa,ALFA D - G2/G3,Topazio,Topazio,Masculino,,,2022,1.0,Pública,0.0,7.576,8.3577,,8.3577,7.576,0.7816999999999998,,,,2.0,10.0,8.0,7.52,6.875,8.3,8.34,10.0,Adequado,0.0,8.5,8.0,,8.25,8.098749999999999,0
RA-677,Aluno-677,2023,PEDE2023,Alfa,ALFA T - G2/G3,Topazio,Topazio,Feminino,9.0,,2021,2.0,Pública,1.0,8.358,8.5257,,8.5257,8.358,0.16769999999999996,,,,2.0,10.0,8.2,10.0,6.875,8.7,9.84,5.0,Defasagem moderada,1.0,9.0,8.3,,8.65,8.76875,-1
RA-678,Aluno-678,2023,PEDE2023,Fase 1,1B,Ametista,Ametista,Masculino,10.0,,2022,1.0,Pública,2.0,8.0,7.570158333,,7.570158333,8.0,-0.4298416669999998,,,,3.0,8.0,8.8,6.27,7.65625,7.3,8.336666667,5.0,Defasagem moderada,1.0,6.8,7.7,,7.25,7.6815625,-1
RA-679,Aluno-679,2023,PEDE2023,Fase 1,1J,Agata,Agata,Masculino,11.0,,2020,3.0,Pública,2.0,7.172,6.138366667,,6.138366667,7.172,-1.033633333,,,,3.0,7.5,7.5,5.02,6.875,3.6,7.393333333,5.0,Defasagem moderada,1.0,2.0,5.2,,3.6,6.72375,-1
RA-680,Aluno-680,2023,PEDE2023,Fase 1,1B,Agata,Agata,Feminino,,,2019,4.0,Pública,2.0,7.518,6.5855,,6.5855,7.518,-0.9325000000000001,,,,3.0,0.0,9.1,7.52,6.875,6.4,7.78,5.0,Defasagem moderada,1.0,5.2,7.5,,6.35,5.873749999999999,-1
RA-681,Aluno-681,2023,PEDE2023,Alfa,ALFA E - G2/G3,Agata,Agata,Masculino,10.0,,2022,1.0,Pública,2.0,7.204,6.2955,,6.2955,7.204,-0.9085000000000001,,,,2.0,0.0,7.8,3.77,5.625,8.3,8.18,5.0,Defasagem moderada,1.0,8.8,7.8,,8.3,4.29875,-2
RA-684,Aluno-684,2023,PEDE2023,Alfa,ALFA D - G2/G3,Ametista,Ametista,Masculino,8.0,,2022,1.0,Privada,0.0,8.26,7.4277,,7.4277,8.26,-0.8323,,,,2.0,9.0,8.1,7.52,6.875,6.5,5.84,10.0,Adequado,0.0,8.3,4.7,,6.5,7.87375,0
RA-686,Aluno-686,2023,PEDE2023,Fase 1,1C,Ametista,Ametista,Feminino,10.0,,2022,1.0,Pública,2.0,7.729,7.9642,,7.9642,7.729,0.23519999999999985,,,,3.0,8.5,9.0,7.52,7.5,8.0,8.56,5.0,Defasagem moderada,1.0,7.3,8.7,,8.0,8.129999999999999,-1
RA-687,Aluno-687,2023,PEDE2023,Fase 1,1A,Ametista,Ametista,Masculino,10.0,,2022,1.0,Pública,2.0,7.703,7.617533333,,7.617533333,7.703,-0.08546666700000038,,,,3.0,8.0,9.0,7.52,7.5,6.9,8.226666667,5.0,Defasagem moderada,1.0,6.7,7.0,,6.85,8.004999999999999,-1
RA-688,Aluno-688,2023,PEDE2023,Fase 1,1A,Topazio,Topazio,Masculino,10.0,,2022,1.0,Pública,2.0,7.771,8.0442,,8.0442,7.771,0.2732000000000001,,,,3.0,8.5,9.3,7.52,7.5,8.6,8.06,5.0,Defasagem moderada,1.0,8.2,9.0,,8.6,8.205,-1
RA-690,Aluno-690,2023,PEDE2023,Alfa,ALFA D - G2/G3,Topazio,Topazio,Feminino,,,2022,1.0,Pública,2.0,7.541,8.6112,,8.6112,7.541,1.0701999999999998,,,,2.0,9.0,9.8,6.89,7.5,9.1,10.01,5.0,Defasagem moderada,1.0,9.3,8.8,,9.05,8.2975,-2
RA-692,Aluno-692,2023,PEDE2023,Fase 1,1C,Agata,Agata,Feminino,10.0,,2021,2.0,Privada,2.0,7.569,6.588466667,,6.588466667,7.569,-0.9805333330000003,,,,3.0,7.4,7.7,7.52,6.666666667,4.6,7.39,5.0,Defasagem moderada,1.0,2.8,6.3,,4.55,7.3216666667500006,-1
RA-693,Aluno-693,2023,PEDE2023,Alfa,ALFA D - G2/G3,Topazio,Topazio,Feminino,,,2022,1.0,Pública,0.0,7.944,9.0112,,9.0112,7.944,1.0672000000000006,,,,2.0,10.0,9.4,6.89,7.5,8.5,10.01,10.0,Adequado,0.0,8.2,8.7,,8.45,8.4475,0
RA-696,Aluno-696,2023,PEDE2023,Fase 1,1A,Ametista,Ametista,Feminino,,,2021,2.0,Pública,1.0,7.441,7.172666667,,7.172666667,7.441,-0.2683333330000002,,,,3.0,0.0,9.4,5.02,7.5,6.7,8.503333333,10.0,Adequado,0.0,5.2,8.2,,6.699999999999999,5.48,0
RA-698,Aluno-698,2023,PEDE2023,Fase 1,1B,Ametista,Ametista,Masculino,9.0,,2021,2.0,Pública,1.0,7.44,7.553616667,,7.553616667,7.44,0.11361666699999962,,,,3.0,8.5,9.9,2.52,7.1875,5.7,8.113333333,10.0,Adequado,0.0,4.3,7.0,,5.65,7.0268749999999995,0
RA-699,Aluno-699,2023,PEDE2023,Fase 1,1A,Agata,Agata,Masculino,10.0,,2022,1.0,Pública,2.0,6.658,6.389991667,,6.389991667,6.658,-0.26800833300000004,,,,3.0,8.5,8.3,3.77,5.78125,6.0,6.173333333,5.0,Defasagem moderada,1.0,5.7,6.2,,5.95,6.5878125,-1
RA-7,Aluno-7,2023,PEDE2023,Fase 8,8E,Nao informado,,Masculino,,,2017,6.0,Privada *Parcerias com Bolsa 100%,8.0,6.818,,,,6.818,,,,,,,,,,,,10.0,Adequado,0.0,,,,,,0
RA-70,Aluno-70,2023,PEDE2023,Fase 5,5C,Agata,Agata,Feminino,17.0,,2017,6.0,Pública,7.0,5.712,6.869133333,,6.869133333,5.712,1.157133333,,,,4.0,9.2,9.2,5.0,7.5,4.3,7.545,5.0,Defasagem moderada,1.0,3.0,3.5,6.3,4.266666666666667,7.725,-2
RA-700,Aluno-700,2023,PEDE2023,Alfa,ALFA J - G2/G3,Topazio,Topazio,Feminino,9.0,,2022,1.0,Pública,1.0,7.738,8.2852,,8.2852,7.738,0.5471999999999992,,,,2.0,9.5,9.7,7.52,6.25,7.8,9.84,5.0,Defasagem moderada,1.0,7.5,8.0,,7.75,8.2425,-1
RA-701,Aluno-701,2023,PEDE2023,Alfa,ALFA J - G2/G3,Ametista,Ametista,Masculino,,,2021,2.0,Pública,2.0,7.755,7.3982,,7.3982,7.755,-0.3567999999999998,,,,2.0,9.5,9.9,3.77,6.25,7.2,7.68,5.0,Defasagem moderada,1.0,7.3,7.0,,7.15,7.3549999999999995,-2
RA-702,Aluno-702,2023,PEDE2023,Alfa,ALFA F - G0/G1,Topazio,Topazio,Feminino,,,2022,1.0,Pública,1.0,7.387,8.239866667,,8.239866667,7.387,0.8528666669999998,,,,2.0,10.0,10.0,5.63,7.5,9.3,7.833333333,5.0,Defasagem moderada,1.0,9.3,9.3,,9.3,8.282499999999999,-1
RA-703,Aluno-703,2023,PEDE2023,Alfa,ALFA T - G2/G3,Agata,Agata,Masculino,11.0,,2021,2.0,Pública,2.0,6.099,6.2737,,6.2737,6.099,0.17469999999999963,,,,2.0,9.5,8.4,3.14,6.875,4.6,6.16,5.0,Defasagem moderada,1.0,4.8,4.3,,4.55,6.97875,-2
RA-704,Aluno-704,2023,PEDE2023,Alfa,ALFA J - G2/G3,Agata,Agata,Masculino,,,2022,1.0,Pública,2.0,6.741,6.8297,,6.8297,6.741,0.08870000000000022,,,,2.0,10.0,9.9,3.14,5.625,6.1,6.265,5.0,Defasagem moderada,1.0,6.5,5.7,,6.1,7.16625,-2
RA-705,Aluno-705,2023,PEDE2023,Alfa,ALFA V - G0/G1,Agata,Agata,Masculino,10.0,,2022,1.0,Pública,2.0,6.634,6.982,,6.982,6.634,0.34799999999999986,,,,2.0,0.0,8.3,6.89,7.5,8.8,8.165,5.0,Defasagem moderada,1.0,8.9,8.6,,8.75,5.6725,-2
RA-706,Aluno-706,2023,PEDE2023,Alfa,ALFA G - G2/G3,Ametista,Ametista,Feminino,,,2021,2.0,Pública,2.0,7.659,7.1527,,7.1527,7.659,-0.5062999999999995,,,,2.0,9.0,7.8,4.39,6.875,7.3,8.08,5.0,Defasagem moderada,1.0,6.7,7.8,,7.25,7.01625,-2
RA-707,Aluno-707,2023,PEDE2023,Fase 1,1H,Agata,Agata,Feminino,,,2020,3.0,Pública,2.0,7.679,6.518,,6.518,7.679,-1.1610000000000005,,,,3.0,0.0,9.8,3.77,7.916666667,6.5,7.946666667,5.0,Defasagem moderada,1.0,5.5,7.5,,6.5,5.37166666675,-1
RA-708,Aluno-708,2023,PEDE2023,Alfa,ALFA F - G0/G1,Ametista,Ametista,Masculino,9.0,,2022,1.0,Pública,1.0,7.282,7.5105,,7.5105,7.282,0.22850000000000037,,,,2.0,0.0,9.8,7.52,8.125,9.2,8.28,5.0,Defasagem moderada,1.0,8.8,9.5,,9.15,6.36125,-1
RA-709,Aluno-709,2023,PEDE2023,Alfa,ALFA G - G2/G3,Agata,Agata,Feminino,11.0,,2022,1.0,Pública,2.0,5.313,6.6927,,6.6927,5.313,1.3797000000000006,,,,2.0,10.0,7.9,7.52,5.625,4.9,6.59,5.0,Defasagem moderada,1.0,5.5,4.3,,4.9,7.7612499999999995,-2
